DATE,INDEX_ID,PRICE,TOTAL_RETURN,DIV_YLD,DIV_PAYOUT,PE,CAPE5,CAPE10,PS,PB,PCF
30/06/2015,,1114.130872,4558.571658,0.04777,0.72787149,15.237,,,2.121,1.873,6.666405483
31/07/2015,,1163.622589,4761.071692,0.04573,0.71805246,15.702,,,2.2029,1.927,7.01326501
31/08/2015,,1058.067529,4368.431297,0.05042,0.71525812,14.186,,,2.0113,1.733,7.180171703
30/09/2015,,1017.017157,4224.631391,0.05306,0.77616168,14.628,,,1.9418,1.686,6.94792122
31/10/2015,,1059.286645,4401.070881,0.05083,0.77739402,15.294,,,2.005,1.755,7.271807458
30/11/2015,,1042.932467,4369.363313,0.05193,0.78315633,15.081,,,1.9727,1.716,7.57832009
31/12/2015,,1068.596643,4483.71423,0.05059,0.78495444,15.516,,,2.0784,1.761,7.798690357
31/01/2016,,1005.385716,4218.488116,0.0538,0.7804766,14.507,,,1.9363,1.646,7.353743347
29/02/2016,,978.237861,4138.660893,0.05413,0.76707623,14.171,,,1.9568,1.605,6.762065253
31/03/2016,,1018.86052,4329.633925,0.05042,0.85139212,16.886,,,2.0383,1.745,6.970594482
30/04/2016,,1056.078305,4489.021369,0.04865,0.8195579,16.846,,,2.113,1.793,7.273673476
